name,parent,value
XLNX,Origin,16002
VRTX,Origin,16002
PRIM,Origin,16002
XP,Origin,16002
AGN,Origin,16002
KEY,Origin,16002
EXC,Origin,16002
FLEX,Origin,16002
HRB,Origin,16002
HELE,Origin,16002
HBAN,Origin,16002
IP,Origin,16002
MGM,Origin,16002
RCL,Origin,16002
STAG,Origin,16002
DSGX,Origin,16002
URI,Origin,16002
VNO,Origin,16002
SEA,Origin,16002
QS,Origin,16002
LZ,Origin,16002
CRNC,Origin,16002
RDS.A,Origin,16002
UTX,Origin,16002
TELL,Origin,16002
TROW,Origin,16002
PAGS,Origin,16002
PCRX,Origin,16002
ERJ,Origin,16002
PDBC,Origin,16002
PI,Origin,16002
BALY,Origin,16002
EDU,Origin,16002
CATY,Origin,16002
LYFT,Origin,16002
NVO,Origin,16002
PINS,Origin,16002
ES,Origin,16002
BUD,Origin,16002
WBK,Origin,16002
FSKR,Origin,16002
AlGM,Origin,16002
CHGG,Origin,16002
PYCR,Origin,16002
STZ,Origin,16002
PAVE,Origin,16002
35G.SG,Origin,16002
LGND,Origin,16002
BIF,Origin,16002
RHP,Origin,16002
SRPT,Origin,16002
AOS,Origin,16002
SEDG,Origin,16002
BSIXX,Origin,16002
NULC,Origin,16002
TOT,Origin,16002
XYL,Origin,16002
MGY,Origin,16002
AY,Origin,16002
ORAN,Origin,16002
SONY,Origin,16002
HS,Origin,16002
PAHC,Origin,16002
NSIT,Origin,16002
FCN,Origin,16002
JBI,Origin,16002
HPP,Origin,16002
AMBA,Origin,16002
APLE,Origin,16002
BKU,Origin,16002
EXEL,Origin,16002
FII,Origin,16002
G,Origin,16002
HIW,Origin,16002
PDCE,Origin,16002
PNW,Origin,16002
PCH,Origin,16002
RDUS,Origin,16002
STX,Origin,16002
BWA,Origin,16002
CELC,Origin,16002
CNF,Origin,16002
PROF,Origin,16002
FSEN,Origin,16002
INRE,Origin,16002
BNS,Origin,16002
BUI,Origin,16002
ARNA,Origin,16002
ACB,Origin,16002
CRON,Origin,16002
ETH-USD,Origin,16002
MTSI,Origin,16002
BOH,Origin,16002
BBTBX,Origin,16002
AMKBY,Origin,16002
AAVMY,Origin,16002
PANDY,Origin,16002
TSCDY,Origin,16002
BRKB,Origin,16002
SLVM,Origin,8001
ENV,Origin,8001
RP,Origin,8001
LEE,Origin,8001
LUMN,Origin,8001
CIEN,Origin,8001
NI,Origin,8001
SYNH,Origin,8001
NMIH,Origin,8001
FHN,Origin,8001
ESTC,Origin,8001
FVRR,Origin,8001
RARE,Origin,8001
APCD,Origin,8001
ATRC,Origin,8001
SF,Origin,8001
LINK-USD,Origin,8001
MRVL,Origin,8001
ASMB,Origin,8001
RETA,Origin,8001
SRNE,Origin,8001
WAIR,Origin,8001
MKTX,Origin,8001
AWK,Origin,8001
XEC,Origin,8001
CMS,Origin,8001
CCK,Origin,8001
EMN,Origin,8001
EHC,Origin,8001
FUPBY,Origin,8001
HRC,Origin,8001
LRLCY,Origin,8001
NEM,Origin,8001
NUE,Origin,8001
CTBI,Origin,8001
RBCAA,Origin,8001
CTVA,Origin,8001
AGR,Origin,8001
CREE,Origin,8001
IPG,Origin,8001
MKC,Origin,8001
VFC,Origin,8001
MPW,Origin,8001
BWXT,Origin,8001
ENR,Origin,8001
WTRG,Origin,8001
GLIBA,Origin,8001
LH,Origin,8001
LBDAV,Origin,8001
LSXMK,Origin,8001
SMG,Origin,8001
WTFC,Origin,8001
BOWX,Origin,8001
YTRA,Origin,8001
CHRW,Origin,8001
LB,Origin,8001
MAC,Origin,8001
CTRCF,Origin,8001
QGEN,Origin,8001
MBB,Origin,8001
IGLB,Origin,8001
EMXC,Origin,8001
IBDP,Origin,8001
IBTD,Origin,8001
MDYV,Origin,8001
BGFV,Origin,8001
SDC,Origin,8001
CIM,Origin,8001
FEI,Origin,8001
ADP,Origin,8001
KRR,Origin,8001
ALL,Origin,8001
BAFWX,Origin,8001
IMAX,Origin,8001
OXBR,Origin,8001
OWSMX,Origin,8001
AROC,Origin,8001
CODYY,Origin,8001
TKOMY,Origin,8001
EOG,Origin,8001
WRK.V,Origin,8001
LVMHF,Origin,8001
GRUB,Origin,8001
HUBS,Origin,8001
SHOP,Origin,8001
SLAB,Origin,8001
TWLO,Origin,8001
GME,Origin,8001
ALFY,Origin,8001
AJG,Origin,8001
LARCX,Origin,8001
HTLD,Origin,8001
NSC,Origin,8001
FWONK,Origin,8001
OTIS,Origin,8001
MCO,Origin,8001
NLY,Origin,8001
CENTA,Origin,8001
DRQ,Origin,8001
HOFV,Origin,8001
BCPC,Origin,8001
CCXI,Origin,8001
ITCI,Origin,8001
ALGT,Origin,8001
BXP,Origin,8001
CPRI,Origin,8001
CAH,Origin,8001
CF,Origin,8001
COTY,Origin,8001
GBCI,Origin,8001
HOG,Origin,8001
HST,Origin,8001
ICFI,Origin,8001
IDA,Origin,8001
LNC,Origin,8001
NATI,Origin,8001
NWL,Origin,8001
NWSA,Origin,8001
NWS,Origin,8001
PAYX,Origin,8001
PEB,Origin,8001
PRGO,Origin,8001
PFG,Origin,8001
PEG,Origin,8001
PVH,Origin,8001
STE,Origin,8001
TTWO,Origin,8001
AMTD,Origin,8001
UHS,Origin,8001
VC,Origin,8001
WBS,Origin,8001
WELL,Origin,8001
LEVI,Origin,8001
FLGB,Origin,8001
IEUR,Origin,8001
EFG,Origin,8001
XLE,Origin,8001
FIX,Origin,8001
BDN,Origin,8001
FORD,Origin,8001
CISIX,Origin,8001
CNS,Origin,8001
SHYF,Origin,8001
FCGAX,Origin,8001
FNGZX,Origin,8001
FLCO,Origin,8001
FLCB,Origin,8001
FLQL,Origin,8001
FSSAX,Origin,8001
FVADX,Origin,8001
GCIIX,Origin,8001
GOVT,Origin,8001
OMBIX,Origin,8001
TDADX,Origin,8001
VWO,Origin,8001
APO,Origin,8001
RTN,Origin,8001
TWST,Origin,8001
ACIW,Origin,8001
DCI,Origin,8001
ACST,Origin,8001
CTRM,Origin,8001
RHHBF,Origin,8001
ORMP,Origin,8001
CRSP,Origin,8001
GXO,Origin,8001
GPS,Origin,8001
LCID,Origin,8001
WPC,Origin,8001
ETWO.W,Origin,8001
GFN,Origin,8001
WDFC,Origin,8001
IBTB,Origin,8001
IBTG,Origin,8001
SLYV,Origin,8001
SPYV,Origin,8001
SKVKY,Origin,8001
DESY,Origin,8001
PLT,Origin,8001
POOL,Origin,8001
VVNT,Origin,8001
VGPBF,Origin,8001
IDXX,Origin,8001
TEL,Origin,8001
PRA,Origin,8001
ROG,Origin,8001
CONE,Origin,8001
HZN,Origin,8001
CERN,Origin,8001
VEEV,Origin,8001
ARE,Origin,8001
SEIC,Origin,8001
XEL,Origin,8001
YUM,Origin,8001
APH,Origin,8001
NNN,Origin,8001
SLV,Origin,8001
XHB,Origin,8001
XLI,Origin,8001
FSK,Origin,8001
IS,Origin,8001
AIO,Origin,8001
BERY,Origin,8001
JCI,Origin,8001
OXY,Origin,8001
QTS,Origin,8001
QCHR,Origin,8001
SHAK,Origin,8001
NIO,Origin,8001
KBE,Origin,8001
HTZ,Origin,8001
JAZZ,Origin,8001
QSY,Origin,8001
FMAO,Origin,8001
PDX,Origin,8001
SRE,Origin,8001
TWNK,Origin,8001
EPAY,Origin,8001
VRNT,Origin,8001
MRCK,Origin,8001
DNB,Origin,8001
DUKE,Origin,8001
AVYA,Origin,8001
TRBCX,Origin,8001
YACKX,Origin,8001
VWIGX,Origin,8001
NFFFX,Origin,8001
RPBAX,Origin,8001
OAKGX,Origin,8001
DODWX,Origin,8001
VFF,Origin,8001
EWU,Origin,8001
VMN,Origin,8001
ARKG,Origin,8001
BTEC,Origin,8001
SRLN,Origin,8001
INCY,Origin,8001
GPC,Origin,8001
TRGIX,Origin,8001
KDP,Origin,8001
ENLAY,Origin,8001
VALE,Origin,8001
AAIGF,Origin,8001
HRI,Origin,8001
FOXA,Origin,8001
KSS,Origin,8001
BRK,Origin,8001
ABM,Origin,8001
AZSEY,Origin,8001
AMH,Origin,8001
APC,Origin,8001
AIV,Origin,8001
ARI,Origin,8001
AXGN,Origin,8001
BAYRY,Origin,8001
CDEV,Origin,8001
CCS,Origin,8001
CRL,Origin,8001
PLCE,Origin,8001
CWEN,Origin,8001
CXP,Origin,8001
DBD,Origin,8001
BOOM,Origin,8001
ESNT,Origin,8001
EVOP,Origin,8001
FNB,Origin,8001
FBC,Origin,8001
GBT,Origin,8001
HE,Origin,8001
HL,Origin,8001
XENT,Origin,8001
IONS,Origin,8001
LAUR,Origin,8001
MED,Origin,8001
MGPI,Origin,8001
NOV,Origin,8001
OXM,Origin,8001
PGRE,Origin,8001
PNR,Origin,8001
PDM,Origin,8001
PBYI,Origin,8001
RCII,Origin,8001
REXR,Origin,8001
SITC,Origin,8001
SRC,Origin,8001
TCMD,Origin,8001
TMHC,Origin,8001
TMSNY,Origin,8001
UMPQ,Origin,8001
VCRA,Origin,8001
WAFD,Origin,8001
ZEN,Origin,8001
ZION,Origin,8001
IVE,Origin,8001
VGT,Origin,8001
MALRX,Origin,8001
MADCX,Origin,8001
MAYHX,Origin,8001
MANLX,Origin,8001
BGSIX,Origin,8001
TLT,Origin,8001
IEF,Origin,8001
USMV,Origin,8001
VLUE,Origin,8001
IHI,Origin,8001
PMUPX,Origin,8001
XSOE,Origin,8001
GISYX,Origin,8001
ERH,Origin,8001
BJ,Origin,8001
MFYV,Origin,8001
FIVN,Origin,8001
TYL,Origin,8001
AXTA,Origin,8001
XLM-USD,Origin,8001
CO,Origin,8001
EBAY,Origin,8001
HIPO,Origin,8001
APEN,Origin,8001
BLFSD,Origin,8001
PCPL,Origin,8001
PCPL.U,Origin,8001
DMTK,Origin,8001
FLXN,Origin,8001
NVIGF,Origin,8001
TFFP,Origin,8001
VIOT,Origin,8001
SKX,Origin,8001
AQB,Origin,8001
CHV,Origin,8001
IBTF,Origin,8001
ETP,Origin,8001
OWMBX,Origin,8001
CRTL,Origin,8001
SUP,Origin,8001
BOA,Origin,8001
Broadcom Inc.,Origin,8001
EOS-USD,Origin,8001
ZOOM,Origin,8001
BP PLC,Origin,8001
LPRO,Origin,8001
VUL.V,Origin,8001
VEU,Origin,8001
GSOSX,Origin,8001
BBCBX,Origin,8001
BHPLF,Origin,8001
HYDB,Origin,8001
JNK,Origin,8001
RY.TO,Origin,8001
CHUY,Origin,8001
BNDX,Origin,8001
ALNY,Origin,8001
SNOW,Origin,8001
PARMX,Origin,8001
DWAC,Origin,8001
BCE,Origin,8001
PGX,Origin,8001
MDNDF,Origin,8001
ODFL,Origin,8001
ELUXY,Origin,8001
AHEXY,Origin,8001
BNTGY,Origin,8001
BURBY,Origin,8001
CAJ,Origin,8001
CRRFY,Origin,8001
CCLAY,Origin,8001
COVTY,Origin,8001
DWAHY,Origin,8001
DNKEY,Origin,8001
DNZOY,Origin,8001
DB,Origin,8001
DSDVY,Origin,8001
ENGGY,Origin,8001
GEAGY,Origin,8001
HLUYY,Origin,8001
HVRRY,Origin,8001
HDELY,Origin,8001
HNNMY,Origin,8001
HXGBY,Origin,8001
HMC,Origin,8001
IBDRY,Origin,8001
ING,Origin,8001
IHG,Origin,8001
JSAIY,Origin,8001
JHX,Origin,8001
JAPSY,Origin,8001
PPRUY,Origin,8001
KGFHY,Origin,8001
KNRRY,Origin,8001
LNSTY,Origin,8001
MFGP,Origin,8001
MFG,Origin,8001
NINOY,Origin,8001
NNGRY,Origin,8001
NOK,Origin,8001
NRDBY,Origin,8001
DNNGY,Origin,8001
PDYPY,Origin,8001
PCRFY,Origin,8001
PSO,Origin,8001
PROSY,Origin,8001
PUBGY,Origin,8001
RDEIY,Origin,8001
RNLSY,Origin,8001
REPYY,Origin,8001
RBS,Origin,8001
KKPNY,Origin,8001
RWEOY,Origin,8001
SNY,Origin,8001
SMMNY,Origin,8001
SXYAY,Origin,8001
SZEVY,Origin,8001
SWGAY,Origin,8001
SWDBY,Origin,8001
SWMAY,Origin,8001
TIIAY,Origin,8001
TEF,Origin,8001
TEZNY,Origin,8001
WFAFY,Origin,8001
WCAGY,Origin,8001
TDXX,Origin,8001
IXJ,Origin,8001
IYZ,Origin,8001
SGAPY,Origin,8001
VV,Origin,8001
PK,Origin,8001
PSMMY,Origin,8001
PSTH,Origin,8001
MRIN,Origin,8001
FEPAX,Origin,8001
SPN,Origin,8001
BGNE,Origin,8001
CRARY,Origin,8001
HLPPY,Origin,8001
MITSY,Origin,8001
GWPH,Origin,8001
FIDSX,Origin,8001
ECOL,Origin,8001
AVNT,Origin,8001
NWE,Origin,8001
CSVIX,Origin,8001
DISCK,Origin,8001
JWN,Origin,8001
ABALX,Origin,8001
CE,Origin,8001
VMCXX,Origin,8001
AESE,Origin,8001
JETS,Origin,8001
AFTPY,Origin,8001
TGOPY,Origin,8001
VOLVY,Origin,8001
EVRG,Origin,8001
PWCDF,Origin,8001
DNBBY,Origin,8001
UGI,Origin,8001
XYIGY,Origin,8001
JFAMX,Origin,8001
DUKH,Origin,0
BYD,Origin,0
CBRE,Origin,0
DNKN,Origin,0
NXST,Origin,0
PANW,Origin,0
COO,Origin,0
UNVR,Origin,0
MTN,Origin,0
XPO,Origin,0
PCAR,Origin,0
PAG,Origin,0
SFE,Origin,0
AMED,Origin,0
ANSS,Origin,0
TECH,Origin,0
CHE,Origin,0
DORM,Origin,0
FAST,Origin,0
LOPE,Origin,0
LII,Origin,0
NEOG,Origin,0
PCTY,Origin,0
PEGA,Origin,0
PRLB,Origin,0
RBA,Origin,0
ROL,Origin,0
SYPR,Origin,0
DOX,Origin,0
SON,Origin,0
FXM,Origin,0
WWD,Origin,0
EPAM,Origin,0
DELL,Origin,0
GGT,Origin,0
INTL,Origin,0
CDK,Origin,0
WMC,Origin,0
JOE,Origin,0
CHNG,Origin,0
BIO,Origin,0
OHI,Origin,0
BRK.A,Origin,0
ACHC,Origin,0
ADDDYY,Origin,0
A,Origin,0
AL,Origin,0
ATH,Origin,0
CLGX,Origin,0
GLPI,Origin,0
HUN,Origin,0
IDXXX,Origin,0
PODD,Origin,0
JBL,Origin,0
NYT,Origin,0
OKTA,Origin,0
OMF,Origin,0
RMD,Origin,0
SC,Origin,0
ST,Origin,0
SNPS,Origin,0
ZG,Origin,0
FNRVGX,Origin,0
ADTN,Origin,0
DTEGY,Origin,0
SANM,Origin,0
AVB,Origin,0
BLKB,Origin,0
JLL,Origin,0
OMCL,Origin,0
ORA,Origin,0
RGA,Origin,0
AMJ,Origin,0
HII,Origin,0
NGLS,Origin,0
XRAY,Origin,0
AVTR,Origin,0
ENTG,Origin,0
FND,Origin,0
GPK,Origin,0
HDS,Origin,0
SERV,Origin,0
REGL,Origin,0
BBVLX,Origin,0
BBVSX,Origin,0
VTV,Origin,0
GMED,Origin,0
PFPT,Origin,0
ROLL,Origin,0
WMGI,Origin,0
CSQ,Origin,0
FDL,Origin,0
SGIIX,Origin,0
STLA,Origin,0
CRYX,Origin,0
AXHE,Origin,0
AXTE,Origin,0
SCHZ,Origin,0
BRP,Origin,0
VAR,Origin,0
ESGD,Origin,0
NUGL,Origin,0
TMUSR,Origin,0
UFPI,Origin,0
HWM,Origin,0
WFC$V,Origin,0
WSC,Origin,0
AMZA,Origin,0
BHI,Origin,0
CWH,Origin,0
TNL,Origin,0
WHR,Origin,0
HEI,Origin,0
BAM,Origin,0
OGN,Origin,0
RAD,Origin,0
ALK,Origin,0
MAIN,Origin,0
BATRA,Origin,0
BPHSPX,Origin,0
WEC,Origin,0
ANY,Origin,0
AZTA,Origin,0
AVT,Origin,0
BG,Origin,0
MEOH,Origin,0
AIR,Origin,0
AMG,Origin,0
BHF,Origin,0
EXLS,Origin,0
GLOB,Origin,0
HPE,Origin,0
JBT,Origin,0
KIM,Origin,0
LEN,Origin,0
LAD,Origin,0
SLG,Origin,0
UNM,Origin,0
GWW,Origin,0
OIH,Origin,0
PSDTX,Origin,0
SPHB,Origin,0
IQVA,Origin,0
NUSC,Origin,0
LTHM,Origin,0
INMD,Origin,0
DTM,Origin,0
MSBHY,Origin,0
NICE,Origin,0
VRTU,Origin,0
LSFYX,Origin,0
PIMIX,Origin,0
SPTM,Origin,0
TBCIX,Origin,0
WCMIX,Origin,0
TRGP,Origin,0
CNK,Origin,0
MHK,Origin,0
HZD,Origin,0
FHB,Origin,0
GSS,Origin,0
PEJ,Origin,0
LRNZ,Origin,0
WCLD,Origin,0
KTB,Origin,0
FAFTX,Origin,0
IBTJ,Origin,0
IBTI,Origin,0
IBTH,Origin,0
SPYS,Origin,0
SPTI,Origin,0
LQD,Origin,0
IBDO,Origin,0
XLY,Origin,0
RUSHA,Origin,0
ETFC,Origin,0
PRAA,Origin,0
RCI,Origin,0
SLGN,Origin,0
BH,Origin,0
ESGR,Origin,0
FRFHF,Origin,0
MAA,Origin,0
RQI,Origin,0
PLTR,Origin,0
ADI,Origin,0
CFR,Origin,0
DANOY,Origin,0
EIX,Origin,0
FDS,Origin,0
HAS,Origin,0
YUMC,Origin,0
CINF,Origin,0
EPR,Origin,0
ESS,Origin,0
HTA,Origin,0
LAMR,Origin,0
MGA,Origin,0
XLK,Origin,0
XLC,Origin,0
VSCO,Origin,0
CLNC,Origin,0
ARW,Origin,0
EBJ,Origin,0
AROW,Origin,0
FMCMF,Origin,0
GCP,Origin,0
RF,Origin,0
GRA,Origin,0
GTN,Origin,0
HRTX,Origin,0
MCS,Origin,0
FTA,Origin,0
COHR,Origin,0
TRN,Origin,0
BRX,Origin,0
AMCX,Origin,0
EVH,Origin,0
MUB,Origin,0
IAT,Origin,0
BBBY,Origin,0
BAC$K,Origin,0
BAESY,Origin,0
SMFKY,Origin,0
NUVA,Origin,0
TSS,Origin,0
SFST,Origin,0
AIMC,Origin,0
AA,Origin,0
AHT,Origin,0
WXA.F,Origin,0
HEP,Origin,0
UTG,Origin,0
CMO,Origin,0
XMO,Origin,0
TCBI,Origin,0
WAT,Origin,0
BBGLX,Origin,0
SLYG,Origin,0
VNQ,Origin,0
FTV,Origin,0
ICSH,Origin,0
K,Origin,0
AME,Origin,0
TME,Origin,0
HACK,Origin,0
RAND,Origin,0
RCKY,Origin,0
UTGN,Origin,0
SE,Origin,0
SVCBY,Origin,0
WST,Origin,0
POWI,Origin,0
ACM,Origin,0
MPLN,Origin,0
GCGMF,Origin,0
SEK,Origin,0
KYOCF,Origin,0
MITK,Origin,0
7XY,Origin,0
TNC,Origin,0
UN,Origin,0
VAIAF,Origin,0
VOX,Origin,0
BRKR,Origin,0
RNGR,Origin,0
AMADY,Origin,0
SNA,Origin,0
VTRA,Origin,0
NTR,Origin,0
OMC,Origin,0
SNNUF,Origin,0
FBSI,Origin,0
AWI,Origin,0
GHC,Origin,0
WB2.SG,Origin,0
SWN,Origin,0
GVA,Origin,0
AYI,Origin,0
ADUS,Origin,0
AOBC,Origin,0
ARR,Origin,0
APNHY,Origin,0
AIZ,Origin,0
AGO,Origin,0
BAMXY,Origin,0
BIG,Origin,0
CVGW,Origin,0
CMD,Origin,0
CHH,Origin,0
CMPR,Origin,0
CRUS,Origin,0
CDE,Origin,0
CCOI,Origin,0
CVLT,Origin,0
CTB,Origin,0
COR,Origin,0
COUP,Origin,0
DLB,Origin,0
DWDP,Origin,0
EGBN,Origin,0
EGP,Origin,0
EEFT,Origin,0
FAF,Origin,0
FFIN,Origin,0
FIBK,Origin,0
FOXF,Origin,0
GCI,Origin,0
GCO,Origin,0
GBX,Origin,0
GRFS,Origin,0
GBOOY,Origin,0
HR,Origin,0
HFC,Origin,0
IRTC,Origin,0
JGCCY,Origin,0
KMT,Origin,0
LLL,Origin,0
LANC,Origin,0
MANH,Origin,0
DOOR,Origin,0
MD,Origin,0
MTH,Origin,0
MSTR,Origin,0
MC,Origin,0
MPWR,Origin,0
MONOY,Origin,0
NPSNY,Origin,0
DNOW,Origin,0
NUAN,Origin,0
NTNX,Origin,0
PACW,Origin,0
PKCOY,Origin,0
PEGI,Origin,0
PKI,Origin,0
PUMP,Origin,0
PB,Origin,0
PSB,Origin,0
QRTEA,Origin,0
RL,Origin,0
RDFN,Origin,0
SCHN,Origin,0
SAVE,Origin,0
SPSC,Origin,0
TPX,Origin,0
TS,Origin,0
TXRH,Origin,0
TMK,Origin,0
TRMB,Origin,0
TRIP,Origin,0
TRMK,Origin,0
TWO,Origin,0
USPH,Origin,0
UTHR,Origin,0
UVV,Origin,0
VRNS,Origin,0
WDR,Origin,0
WTS,Origin,0
WB,Origin,0
WING,Origin,0
UDR,Origin,0
FFRHX,Origin,0
FFHRX,Origin,0
BTZ,Origin,0
DSU,Origin,0
EVV,Origin,0
DIV,Origin,0
GSMTX,Origin,0
IDV,Origin,0
RNSIX,Origin,0
VTI,Origin,0
PUTW,Origin,0
ACAD,Origin,0
BAND,Origin,0
INO,Origin,0
SNX,Origin,0
TGTX,Origin,0
MNTA,Origin,0
CMCAS,Origin,0
BBNTX,Origin,0
SCZ,Origin,0
SFY,Origin,0
BGG,Origin,0
AOSL,Origin,0
VIVO,Origin,0
OSUR,Origin,0
RTNB,Origin,0
BIP,Origin,0
BEP,Origin,0
EQUIX,Origin,0
BAT-USD,Origin,0
CELO-USD,Origin,0
ETC-USD,Origin,0
OWSOX,Origin,0
EGHT,Origin,0
BRBR,Origin,0
APPAD,Origin,0
INST,Origin,0
SMJ,Origin,0
ONTO,Origin,0
REG,Origin,0
TRHC,Origin,0
INVH,Origin,0
SDOG,Origin,0
ARKK,Origin,0
QYLD,Origin,0
VAC,Origin,0
FFG,Origin,0
MARA,Origin,0
BDC,Origin,0
AEE,Origin,0
EXI,Origin,0
KYN,Origin,0
HAYN,Origin,0
UNF,Origin,0
MJNA,Origin,0
IWV,Origin,0
BECN,Origin,0
HAL,Origin,0
SPKE,Origin,0
TTD,Origin,0
DMRC,Origin,0
TIF,Origin,0
MZOR,Origin,0
TYG,Origin,0
VAW,Origin,0
IVW,Origin,0
STXAX,Origin,0
GOOC.VI,Origin,0
NULV,Origin,0
BRHYX,Origin,0
IWF,Origin,0
IWR,Origin,0
SPDR,Origin,0
SMHLX,Origin,0
JQC,Origin,0
CFJAX,Origin,0
CELG,Origin,0
WCG,Origin,0
TRREX,Origin,0
FISI,Origin,0
GRNC,Origin,0
HTZWW,Origin,0
SNP,Origin,0
ENGIY,Origin,0
INFR,Origin,0
LEN.B,Origin,0
ARNC,Origin,0
AVNS,Origin,0
LEG,Origin,0
DDD,Origin,0
NBL,Origin,0
DBX,Origin,0
EWBC,Origin,0
MSB,Origin,0
LPT,Origin,0
JPM$G,Origin,0
FDRXX,Origin,0
HNST,Origin,0
EHSTX,Origin,0
NVLIX,Origin,0
IBKR,Origin,0
MORN,Origin,0
DUSA,Origin,0
CIG,Origin,0
EQNR,Origin,0
JGCCF,Origin,0
MJDLF,Origin,0
MLYNF,Origin,0
NCMGF,Origin,0
OGFGF,Origin,0
PDS,Origin,0
VIV,Origin,0
TSCDF,Origin,0
TKC,Origin,0
WOLWF,Origin,0
AUY,Origin,0
MTD,Origin,0
TRP,Origin,0
ACCYY,Origin,0
AER,Origin,0
SAN,Origin,0
CUK,Origin,0
DLAKY,Origin,0
EJPRY,Origin,0
E,Origin,0
FINMY,Origin,0
HSNGY,Origin,0
HLDCY,Origin,0
ICL,Origin,0
IPXHY,Origin,0
ISNPY,Origin,0
ISUZY,Origin,0
KPELY,Origin,0
MUFG,Origin,0
NABZY,Origin,0
NTXFY,Origin,0
PUK,Origin,0
RYCEY,Origin,0
SDXAY,Origin,0
FUJHY,Origin,0
SOMMY,Origin,0
SMFG,Origin,0
SUHJY,Origin,0
SSREY,Origin,0
TRYIY,Origin,0
WJRYY,Origin,0
WOPEY,Origin,0
WPP,Origin,0
MYE,Origin,0
STWD,Origin,0
FBGRX,Origin,0
FCNTX,Origin,0
FTQGX,Origin,0
FLVEX,Origin,0
FBMPX,Origin,0
FSCPX,Origin,0
FSPHX,Origin,0
FCYIX,Origin,0
FSPTX,Origin,0
FBND,Origin,0
DENN,Origin,0
MINI,Origin,0
RXN,Origin,0
HCN,Origin,0
BREW,Origin,0
CWGIX,Origin,0
AIVSX,Origin,0
ANWPX,Origin,0
NEWFX,Origin,0
CBS,Origin,0
MYL,Origin,0
NLSN,Origin,0
VIAB,Origin,0
DCMYY,Origin,0
MNP,Origin,0
BXMDX,Origin,0
VUG,Origin,0
AMCR,Origin,0
MGDDY,Origin,0
TRI,Origin,0
AAN,Origin,0
Origin,,